Orthogroups	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1	Totals	Domains
OG0000648	1	1	1	3	DUF3153 (2)
OG0000649	1	1	1	3	Germane (3)
OG0000650	1	1	1	3	HATPase_c (2),HAMP (2),HisKA (2)
OG0000651	1	1	1	3	PK_C (3),PEP-utilizers (3),PK (3)
OG0000652	1	1	1	3	KH_4 (3)
OG0000653	1	1	1	3	Ribosomal_S16 (3)
OG0000654	1	1	1	3	His_biosynth (3)
OG0000655	1	1	1	3	GST_C_3 (3),GST_C (2),GST_N_2 (3),GST_C_2 (3)
OG0000656	1	1	1	3	Creatininase (3)
OG0000657	1	1	1	3	CN_hydrolase (2)
OG0000658	1	1	1	3	adh_short (3),adh_short_C2 (3)
OG0000659	1	1	1	3	
OG0000660	1	1	1	3	iPGM_N (3),Phosphodiest (3),Metalloenzyme (3)
OG0000661	1	1	1	3	2-ph_phosp (3)
OG0000662	1	1	1	3	PmbA_TldD_C (2),PmbA_TldD_M (2)
OG0000663	1	1	1	3	NdhM (3)
OG0000664	1	1	1	3	FA_desaturase (3)
OG0000665	1	1	1	3	Ribosomal_L19 (2)
OG0000666	1	1	1	3	SecE (2)
OG0000667	1	1	1	3	NusG (2),KOW (1)
OG0000668	1	1	1	3	Ribosomal_L11 (2),Ribosomal_L11_N (2)
OG0000669	1	1	1	3	Ribosomal_L1 (2)
OG0000670	1	1	1	3	FAD_oxidored (3),NAD_binding_8 (2)
OG0000671	1	1	1	3	ABC_tran (2),AAA_21 (1)
OG0000672	1	1	1	3	Wzy_C (2)
OG0000673	1	1	1	3	Lum_binding (3)
OG0000674	1	1	1	3	DUF3288 (3)
OG0000675	1	1	1	3	NTP_transferase (2)
OG0000676	1	1	1	3	
OG0000677	1	1	1	3	DUF2288 (3)
OG0000678	1	1	1	3	DAO (2),ThiG (3)
OG0000679	1	1	1	3	Pep_deformylase (3)
OG0000680	1	1	1	3	YbaB_DNA_bd (3)
OG0000681	1	1	1	3	LMWPc (3)
OG0000682	1	1	1	3	MFS_1_like (1),BT1 (3),MFS_1 (3)
OG0000683	1	1	1	3	ChpXY (3)
OG0000684	1	1	1	3	Ribosomal_S4 (3),S4 (3)
OG0000685	1	1	1	3	H2TH (3),Fapy_DNA_glyco (3),zf-FPG_IleRS (3)
OG0000686	1	1	1	3	PSI_PsaE (3)
OG0000687	1	1	1	3	UBA_E1_SCCH (1),EcsC (1)
OG0000688	1	1	1	3	tRNA-synt_1g (3),Anticodon_1 (3),tRNA-synt_1e (1),tRNA-synt_1 (3),Anticodon_3 (2)
OG0000689	1	1	1	3	NYN (3)
OG0000690	1	1	1	3	DnaB (3),DnaB_C (3),AAA_25 (3),Intein_splicing (2),ATPase (1),LAGLIDADG_3 (1)
OG0000691	1	1	1	3	Transketolase_N (3),Transketolase_C (3),Transket_pyr (3)
OG0000692	1	1	1	3	TPM_phosphatase (2)
OG0000693	1	1	1	3	PBS_linker_poly (2),Phycobilisome (2)
OG0000694	1	1	1	3	DUF218 (3)
OG0000695	1	1	1	3	GHL10 (2)
OG0000696	1	1	1	3	CobW_C (3),cobW (3)
OG0000697	1	1	1	3	Glycos_transf_4 (3)
OG0000698	1	1	1	3	PSI_PsaJ (3)
OG0000699	1	1	1	3	PSI_PsaF (3)
OG0000700	1	1	1	3	TsaD (3)
OG0000701	1	1	1	3	DnaJ (3),TPR_2 (1),TPR_8 (2)
OG0000702	1	1	1	3	tRNA-synt_His (3)
OG0000703	1	1	1	3	ExoD (3)
OG0000704	1	2	0	3	LmeA (3)
OG0000705	1	1	1	3	
OG0000706	1	1	1	3	Lyase_1 (2),ASL_C2 (2)
OG0000707	1	1	1	3	Prenyltransf (2)
OG0000708	1	1	1	3	DHHA1 (2),DHH (2),RecJ_OB (2)
OG0000709	1	1	1	3	ThiC_Rad_SAM (3)
OG0000710	1	1	1	3	BMC (3)
OG0000711	1	1	1	3	DUF3143 (2)
OG0000712	1	1	1	3	DnaJ (2)
OG0000713	1	1	1	3	
OG0000714	1	1	1	3	Topoisom_bac (3),Toprim (3),Toprim_C_rpt (3)
OG0000715	1	1	1	3	AbrB (2)
OG0000716	2	0	1	3	FtsK_SpoIIIE (3)
OG0000717	1	1	1	3	NIR_SIR (3),NIR_SIR_ferr (3)
OG0000718	1	1	1	3	
OG0000719	1	1	1	3	Porphobil_deam (3),Porphobil_deamC (3)
OG0000720	1	1	1	3	CoaE (3)
OG0000721	1	1	1	3	tRNA-synt_1c (3),Anticodon_2 (3)
OG0000722	1	1	1	3	DUF565 (2)
OG0000723	1	1	1	3	DUF4346 (3)
OG0000724	1	1	1	3	
OG0000725	1	1	1	3	
OG0000726	1	1	1	3	
OG0000727	1	1	1	3	Aldo_ket_red (2)
OG0000728	1	1	1	3	Methyltransf_31 (2),GidB (2)
OG0000729	1	1	1	3	PNP_UDP_1 (2)
OG0000730	1	1	1	3	LPG_synthase_TM (2)
OG0000731	1	1	1	3	AMP-binding_C (2),AMP-binding (2)
OG0000732	1	1	1	3	RsgA_GTPase (1),MMR_HSR1 (2),DUF697 (2),FeoB_N (2)
OG0000733	1	1	1	3	ArsP_1 (3)
OG0000734	1	1	1	3	DUF1980 (2)
OG0000735	1	1	1	3	Glu_synthase (2),FMN_dh (3)
OG0000736	1	1	1	3	Peptidase_S13 (3)
OG0000737	1	1	1	3	Peptidase_M50 (3),PDZ_6 (3),PDZ_2 (2),PDZ (2)
OG0000738	1	1	1	3	Fer4_10 (2),Fer4 (2),Fer4_7 (2),Fer4_4 (2),Fer4_9 (2),Fer4_21 (1),Fer4_6 (1)
OG0000739	1	1	1	3	Ribonuc_L-PSP (2)
OG0000740	1	1	1	3	Lipase_GDSL (3),Lipase_GDSL_2 (3)
OG0000741	1	1	1	3	PAS_9 (2),dCache_1 (2),PAS_3 (2),SpoIIE (2),PAS_4 (2),HAMP (2),PAS (2),HATPase_c (1),PAS_8 (1),Cache_3-Cache_2 (1),HisKA_3 (1)
OG0000742	1	1	1	3	Aminotran_1_2 (3)
OG0000743	1	1	1	3	Hydrolase (2),HAD_2 (2),HAD (1)
OG0000744	1	1	1	3	DUF3641 (3),Fer4_12 (1),Radical_SAM (3)
OG0000745	1	1	1	3	
OG0000746	1	1	1	3	HlyD_3 (2),Biotin_lipoyl_2 (2),HlyD_D23 (2)
OG0000747	1	1	1	3	ARC6-like_IMS (2),DnaJ (2)
OG0000748	1	1	1	3	Fructosamin_kin (3),APH (3)
OG0000749	1	1	1	3	NAGPA (3)
OG0000750	1	1	1	3	HTH_1 (3),LysR_substrate (3)
OG0000751	1	1	1	3	DUF167 (3)
OG0000752	1	1	1	3	Mg_chelatase_C (3),Mg_chelatase (3),MCM (1),AAA_5 (2),ChlI (3),Lon_C (2)
OG0000753	1	1	1	3	ResIII (2),TRCF (2),Helicase_C (2),UvrB_inter (2),CarD_CdnL_TRCF (2),DEAD (2)
OG0000754	1	1	1	3	Acyltransferase (3)
OG0000755	1	1	1	3	DUF3110 (2)
OG0000756	3	0	0	3	DUF3782 (2)
OG0000757	1	1	1	3	SIS (1),SIS_2 (2)
OG0000758	1	1	1	3	Peptidase_M50 (2)
OG0000759	1	1	1	3	TP_methylase (3)
OG0000760	1	1	1	3	NUDIX (2)
OG0000761	1	1	1	3	Rce1-like (3)
OG0000762	1	1	1	3	Spore_III_AA (2),AAA_30 (1),R3H (2),AAA (2)
OG0000763	1	1	1	3	GntR (3)
OG0000764	1	1	1	3	Peptidase_S26 (3)
OG0000765	1	1	1	3	PhoH (3),AAA_30 (3)
OG0000766	1	1	1	3	FHA (3),zinc_ribbon_2 (2),zf-ribbon_3 (1),DZR (2)
OG0000767	1	1	1	3	Glucosamine_iso (3)
OG0000768	1	1	1	3	Helicase_C_2 (1)
OG0000769	1	1	1	3	Methyltransf_31 (1),TP_methylase (3),MTS (1),Met_10 (1),PCMT (1)
OG0000770	1	1	1	3	NUDIX (2)
OG0000771	1	1	1	3	Response_reg (3)
OG0000772	1	1	1	3	Radical_SAM (3)
OG0000773	1	1	1	3	QRPTase_C (2),QRPTase_N (2)
OG0000774	3	0	0	3	DUF2283 (3)
OG0000775	1	1	1	3	Aminotran_1_2 (3)
OG0000776	1	1	1	3	Thioredoxin (3),TraF (1),Thioredoxin_8 (2),Thioredoxin_2 (1)
OG0000777	1	1	1	3	HAGH_C (3),Lactamase_B (3)
OG0000778	1	1	1	3	Ribosomal_S10 (3)
OG0000779	1	1	1	3	GTP_EFTU_D2 (3),GTP_EFTU_D3 (3),GTP_EFTU (3),MMR_HSR1 (1)
OG0000780	1	1	1	3	GTP_EFTU_D2 (3),EFG_C (3),GTP_EFTU (3),EFG_IV (3),EFG_III (3)
OG0000781	1	1	1	3	Ribosomal_S7 (3)
OG0000782	1	1	1	3	Ribosom_S12_S23 (3)
OG0000783	1	1	1	3	Cupin_2 (3),MannoseP_isomer (3)
OG0000784	1	1	1	3	MMR_HSR1 (3),LepA_C (3),GTP_EFTU_D2 (3),EFG_C (3),GTP_EFTU (3)
OG0000785	1	1	1	3	CcdA (1)
OG0000786	1	1	1	3	GAF (3),HATPase_c (3),GAF_3 (3),HisKA (3)
OG0000787	1	1	1	3	EVE (3)
OG0000788	1	1	1	3	PHP (2),DNA_pol3_alpha (2),DNA_pol3_finger (2),tRNA_anti-codon (1),HHH_6 (1)
OG0000789	1	1	1	3	PHP (2)
OG0000790	1	1	1	3	Urease_gamma (3)
OG0000791	1	1	1	3	UreE_C (2),UreE_N (1)
OG0000792	1	1	1	3	NAD_kinase (3),NAD_kinase_C (3)
OG0000793	1	1	1	3	GAF (3),HisKA (3),GAF_2 (2)
OG0000794	1	1	1	3	ABC_tran (2),ABC_membrane (2)
OG0000795	1	1	1	3	4HBT_2 (2),4HBT (2),Acyl-ACP_TE (1)
OG0000796	1	1	1	3	MMR_HSR1 (3),Ras (2),MnmE_helical (3),TrmE_N (3),FeoB_N (3)
OG0000797	1	1	1	3	Carboxyl_trans (3),ACCA (3)
OG0000798	1	1	1	3	UbiA (2)
OG0000799	1	1	1	3	Chorismate_bind (2)
OG0000800	1	1	1	3	GFO_IDH_MocA (3),GFO_IDH_MocA_C (3)
OG0000801	1	1	1	3	DUF3082 (2)
OG0000802	1	1	1	3	AAA_lid_2 (2),Mg_chelatase (2)
OG0000803	1	1	1	3	PsaA_PsaB (3)
OG0000804	1	1	1	3	Peptidase_S66C (3),Peptidase_S66 (3)
OG0000805	1	1	1	3	Semialdhyde_dhC (3),Semialdhyde_dh (3)
OG0000806	1	1	1	3	HEM4 (3),TP_methylase (2)
OG0000807	1	1	1	3	MraY_sig1 (3),Glycos_transf_4 (3)
OG0000808	1	1	1	3	DUF3539 (3)
OG0000809	1	1	1	3	Inositol_P (3)
OG0000810	1	1	1	3	FrhB_FdhB_N (2),FrhB_FdhB_C (2)
OG0000811	1	1	1	3	
OG0000812	1	1	1	3	NTP_transf_9 (2)
OG0000813	1	1	1	3	DUF58 (3)
OG0000814	1	1	1	3	ABC_tran (3),DUF4162 (3)
OG0000815	1	1	1	3	GTP_cyclohydroI (3)
OG0000816	1	1	1	3	KR (3),adh_short (3),adh_short_C2 (3)
OG0000817	1	1	1	3	MethyltransfD12 (3)
OG0000818	2	0	1	3	HicA_toxin (3)
OG0000819	1	1	1	3	Sigma70_r3 (3),Sigma70_r4 (3),Sigma70_r1_2 (3),Sigma70_r2 (3)
OG0000820	1	1	1	3	Urease_beta (3)
OG0000821	1	1	1	3	Ribosomal_L31 (3)
OG0000822	1	1	1	3	Ribosomal_S9 (3)
OG0000823	1	1	1	3	Ribosomal_L13 (3)
OG0000824	1	1	1	3	PseudoU_synth_1 (3)
OG0000825	1	1	1	3	Ribosomal_L17 (3)
OG0000826	1	1	1	3	RNA_pol_A_bac (3),RNA_pol_A_CTD (3),RNA_pol_L (3),HHH_5 (1)
OG0000827	1	1	1	3	Ribosomal_S11 (3)
OG0000828	1	1	1	3	Ribosomal_S13 (3)
OG0000829	1	1	1	3	Ribosomal_L36 (3)
OG0000830	1	1	1	3	eIF-1a (3)
OG0000831	1	1	1	3	AAA_18 (2),AAA_33 (2),AAA_17 (3),ADK (3)
OG0000832	1	1	1	3	SecY (3)
OG0000833	1	1	1	3	Ribosomal_L27A (3)
OG0000834	1	1	1	3	Ribosomal_S5_C (3),Ribosomal_S5 (3)
OG0000835	1	1	1	3	Ribosomal_L18p (3)
OG0000836	1	1	1	3	Ribosomal_L6 (3)
OG0000837	1	1	1	3	Ribosomal_S8 (3)
OG0000838	1	1	1	3	Ribosomal_L5 (3),Ribosomal_L5_C (3)
OG0000839	1	1	1	3	KOW (3),ribosomal_L24 (3)
OG0000840	1	1	1	3	Ribosomal_L14 (3)
OG0000841	1	1	1	3	Ribosomal_S17 (3)
OG0000842	1	1	1	3	Ribosomal_L29 (3)
OG0000843	1	1	1	3	Ribosomal_L16 (3)
OG0000844	1	1	1	3	KH_2 (3),Ribosomal_S3_C (3)
OG0000845	1	1	1	3	Ribosomal_L22 (3)
OG0000846	1	1	1	3	Ribosomal_S19 (3)
OG0000847	1	1	1	3	Ribosomal_L2_C (3),Ribosomal_L2 (3)
OG0000848	1	1	1	3	Ribosomal_L23 (3)
OG0000849	1	1	1	3	Ribosomal_L4 (3)
OG0000850	1	1	1	3	Ribosomal_L3 (3)
OG0000851	2	1	0	3	YbjQ_1 (2)
OG0000852	1	1	1	3	SRAP (3)
OG0000853	1	1	1	3	EamA (2)
OG0000854	1	1	1	3	HATPase_c_2 (3)
OG0000855	1	1	1	3	ACR_tran (2),MMPL (1)
OG0000856	1	1	1	3	Methyltransf_25 (3),MetW (2),Methyltransf_31 (3),Ubie_methyltran (3),Methyltransf_12 (3),Methyltransf_23 (3),PCMT (3),Methyltransf_11 (3)
OG0000857	1	1	1	3	GDP_Man_Dehyd (2),Epimerase (2),3Beta_HSD (2),NAD_binding_4 (2),Polysacc_synt_2 (2),RmlD_sub_bind (2)
OG0000858	1	1	1	3	UDPG_MGDP_dh_N (2),UDPG_MGDP_dh_C (2),UDPG_MGDP_dh (2)
OG0000859	1	1	1	3	Fer2 (3)
OG0000860	1	1	1	3	DUF4335 (3)
OG0000861	1	1	1	3	Amidohydro_1 (3),Urease_alpha (3)
OG0000862	1	1	1	3	Amidohydro_1 (1)
OG0000863	1	1	1	3	
OG0000864	1	1	1	3	
OG0000865	1	1	1	3	DAP_epimerase (2)
OG0000866	1	1	1	3	DUF1830 (3)
OG0000867	1	1	1	3	Trans_reg_C (2),Response_reg (2)
OG0000868	1	1	1	3	HisG (2)
OG0000869	1	1	1	3	ABC_tran (3),ABC_membrane (3)
OG0000870	1	1	1	3	Aldolase (3)
OG0000871	1	1	1	3	Glyco_transf_5 (3),Glycos_transf_1 (3),Glyco_trans_4_4 (3),Glyco_trans_1_4 (3),Glyco_trans_1_2 (3),Glyco_transf_4 (3),Glyco_trans_4_2 (2)
OG0000872	1	1	1	3	MMPL (2),ACR_tran (2),SecD_SecF (1)
OG0000873	1	1	1	3	
OG0000874	1	1	1	3	
OG0000875	1	1	1	3	PsbN (3)
OG0000876	1	1	1	3	PsbH (3)
OG0000877	1	1	1	3	TatA_B_E (3)
OG0000878	1	1	1	3	Methyltransf_5 (2),Methyltransf_25 (2),Methyltransf_15 (1)
OG0000879	1	1	1	3	Shikimate_dh_N (3),SDH_C (3),Shikimate_DH (1)
OG0000880	1	1	1	3	Na_Ca_ex (2)
OG0000881	1	0	2	3	RAMPs (3)
OG0000882	1	1	1	3	Bac_rhamnosid6H (1),GDE_N_bis (2),GDE_C (2)
OG0000883	1	1	1	3	GCV_T_C (3),GCV_T (3)
OG0000884	1	1	1	3	zf-HC2 (2)
OG0000885	1	1	1	3	Sigma70_r4 (3),Sigma70_r2 (3),Sigma70_r4_2 (3),Sigma70_ECF (3)
OG0000886	1	1	1	3	UPF0093 (2)
OG0000887	1	1	1	3	VirE (3),DUF3854 (1)
OG0000888	1	1	1	3	
OG0000889	1	1	1	3	GATase_3 (3),CbiA (3),AAA_26 (1)
OG0000890	1	1	1	3	Trans_reg_C (3),Response_reg (3)
OG0000891	1	1	1	3	
OG0000892	1	1	1	3	CobA_CobO_BtuR (3),Co_AT_N (3)
OG0000893	1	1	1	3	RecO_C (3),RecO_N (3)
OG0000894	1	1	1	3	TPR_12 (2),TPR_2 (2),TPR_1 (2),TPR_11 (2),TPR_16 (2),TPR_8 (2),TPR_10 (2),TPR_7 (2),TPR_19 (1)
OG0000895	1	1	1	3	AIRS_C (3),AIRS (3)
OG0000896	1	1	1	3	GIDA (3),FAD_binding_2 (1)
OG0000897	1	1	1	3	FGAR-AT_linker (3),AIRS_C (3),AIRS (3)
OG0000898	1	1	1	3	HemN_C (2),Radical_SAM (3)
OG0000899	1	1	1	3	NADHdh (2)
OG0000900	1	1	1	3	DUF502 (3)
OG0000901	1	1	1	3	NAD_kinase (2),NAD_kinase_C (2)
OG0000902	1	1	1	3	Metallophos (2)
OG0000903	1	1	1	3	
OG0000904	1	1	1	3	Aldedh (3)
OG0000905	1	1	1	3	NAD_binding_2 (2),6PGD (2)
OG0000906	1	1	1	3	Molydop_binding (3),Molybdopterin (3)
OG0000907	1	1	1	3	ResB (2)
OG0000908	1	1	1	3	Rhodanese (2)
OG0000909	1	1	1	3	SelO (2)
OG0000910	1	1	1	3	
OG0000911	1	1	1	3	RuBisCO_small (3)
OG0000912	1	1	1	3	RbcX (3)
OG0000913	1	1	1	3	RuBisCO_large (3),RuBisCO_large_N (3)
OG0000914	1	1	1	3	RBFA (3)
OG0000915	1	1	1	3	DUF751 (3)
OG0000916	1	1	1	3	Hexapep (2)
OG0000917	1	1	1	3	FR47 (2),Acetyltransf_1 (3),Acetyltransf_9 (1),Acetyltransf_10 (3),Acetyltransf_7 (3),Acetyltransf_4 (1)
OG0000918	1	1	1	3	
OG0000919	1	1	1	3	Pentapeptide (3)
OG0000920	1	1	1	3	Amidase (3)
OG0000921	1	1	1	3	Peptidase_M48 (2)
OG0000922	1	1	1	3	
OG0000923	1	1	1	3	
OG0000924	1	1	1	3	5_3_exonuc_N (2),DNA_pol_A_exo1 (2),5_3_exonuc (2),DNA_pol_A (2)
OG0000925	1	1	1	3	LytR_C (3),LytR_cpsA_psr (3)
OG0000926	1	1	1	3	PAPS_reduct (2)
OG0000927	1	1	1	3	Sbt_1 (3)
OG0000928	1	1	1	3	ShlB (3),POTRA_2 (3),Omp85 (3),POTRA (2)
OG0000929	1	1	1	3	NBD_C (3),SBD_N (3)
OG0000930	1	1	1	3	DUF3038 (3)
OG0000931	1	1	1	3	YlqD (2)
OG0000932	1	1	1	3	AMP-binding (2)
OG0000933	1	2	0	3	SMI1_KNR4 (3),SUKH_6 (2)
OG0000934	1	1	1	3	GATase (2),Peptidase_C26 (2),CTP_synth_N (2)
OG0000935	1	1	1	3	Rubredoxin (2)
OG0000936	1	1	1	3	BNR (2),PSII_BNR (2)
OG0000937	1	1	1	3	Cytochrom_B559 (2),Cytochrom_B559a (2)
OG0000938	1	1	1	3	Cytochrom_B559 (2)
OG0000939	1	1	1	3	PsbL (2)
OG0000940	1	1	1	3	PsbJ (2)
OG0000941	1	1	1	3	
OG0000942	1	1	1	3	AIG1 (2),MMR_HSR1 (3),PduV-EutP (2)
OG0000943	1	1	1	3	NifU (3)
OG0000944	1	1	1	3	
OG0000945	1	1	1	3	DUF3119 (3)
OG0000946	1	1	1	3	DUF3086 (3)
OG0000947	1	1	1	3	YCII (3)
OG0000948	1	1	1	3	TrkA_N (2),TrkA_C (2),Ion_trans_2 (2)
OG0000949	1	1	1	3	CM_1 (3)
OG0000950	1	1	1	3	Peptidase_S49 (3),CLP_protease (2)
OG0000951	1	1	1	3	Glycos_transf_3 (3),Glycos_trans_3N (3)
OG0000952	1	1	1	3	FBPase_glpX (3)
OG0000953	1	1	1	3	Fer2 (3)
OG0000954	1	1	1	3	CobN-Mg_chel (3),DUF3479 (3)
OG0000955	1	1	1	3	PIN (3)
OG0000956	1	1	1	3	Response_reg (2)
OG0000957	1	1	1	3	OMPdecase (3)
OG0000958	1	1	1	3	Acetyltransf_11 (3),Hexapep (2)
OG0000959	1	1	1	3	FabA (3)
OG0000960	1	1	1	3	HisKA (3)
OG0000961	1	1	1	3	Acetyltransf_10 (3),Acetyltransf_1 (3),Acetyltransf_7 (3)
OG0000962	1	1	1	3	Trans_reg_C (3),Response_reg (3)
OG0000963	1	1	1	3	HEAT_2 (3),Peptidase_M1_N (3),Peptidase_M1 (3)
OG0000964	1	1	1	3	ThiS (3)
OG0000965	1	1	1	3	FeThRed_B (3)
OG0000966	1	1	1	3	CGLD27-like (3)
OG0000967	1	1	1	3	RsfS (3)
OG0000968	1	1	1	3	Ferrochelatase (3)
OG0000969	1	1	1	3	Sigma70_r3 (3),Sigma70_r4 (3),Sigma70_r1_2 (3),Sigma70_r2 (3)
OG0000970	1	1	1	3	Succ_CoA_lig (2),CoA_binding (1),Ligase_CoA (1)
OG0000971	1	1	1	3	DXP_redisom_C (2),DXPR_C (2),DXP_reductoisom (2)
OG0000972	1	1	1	3	FUR (2),Penicillinase_R (1),HTH_12 (1)
OG0000973	1	1	1	3	Fer4_7 (3),Fer4 (3),Fer4_2 (3),Fer4_9 (1)
OG0000974	1	1	1	3	ABC_tran (3)
OG0000975	1	1	1	3	MS_channel (3)
OG0000976	1	1	1	3	Epimerase_2 (3)
OG0000977	1	1	1	3	Acetyltransf_10 (3),Acetyltransf_1 (3),Acetyltransf_7 (3),Acetyltransf_9 (2),FR47 (1)
OG0000978	1	1	1	3	AbrB-like (2)
OG0000979	1	1	1	3	ATP-synt (2)
OG0000980	1	1	1	3	ATP-synt_ab_N (2),ATP-synt_ab_C (2),ATP-synt_ab (2)
OG0000981	1	1	1	3	OSCP (2)
OG0000982	1	1	1	3	ATP-synt_B (2)
OG0000983	1	1	1	3	ATP-synt_B (2)
OG0000984	1	1	1	3	ATP-synt_C (2)
OG0000985	1	1	1	3	ATP-synt_A (2)
OG0000986	1	1	1	3	ATP-synt_I (1)
OG0000987	3	0	0	3	PIN (2)
OG0000988	1	1	1	3	Rrf2 (3)
OG0000989	1	1	1	3	SRP54 (3),SRP54_N (3)
OG0000990	1	1	1	3	PseudoU_synth_2 (3)
OG0000991	1	1	1	3	NdhS (2)
OG0000992	1	1	1	3	PDZ (3),Peptidase_S41 (3),Peptidase_M50 (1),PDZ_2 (3),PDZ_6 (3)
OG0000993	1	1	1	3	DUF3124 (2)
OG0000994	1	1	1	3	TPR_6 (1),SLT (2),TPR_16 (1)
OG0000995	1	1	1	3	LpxC (3)
OG0000996	1	1	1	3	PRAI (3)
OG0000997	1	1	1	3	OpcA_G6PD_C (3),OpcA_G6PD_assem (3),PG_binding_1 (3)
OG0000998	1	1	1	3	G6PD_C (3),G6PD_N (3)
OG0000999	1	1	1	3	PP-binding (3)
OG0001000	1	1	1	3	Ketoacyl-synt_C (3),ketoacyl-synt (3)
OG0001001	1	1	1	3	SNARE_assoc (3)
OG0001002	1	1	1	3	Pyr_redox_dim (3),Pyr_redox_2 (3),GIDA (2),Pyr_redox_3 (3),Pyr_redox (3)
OG0001003	1	1	1	3	
OG0001004	1	1	1	3	DNA_gyraseA_C (3),DNA_topoisoIV (3)
OG0001005	1	1	1	3	Peptidase_M61 (3),PDZ_2 (3),Peptidase_M61_N (3)
OG0001006	1	1	1	3	MurB_C (3),FAD_binding_4 (3)
OG0001007	1	1	1	3	Mur_ligase_C (3),Mur_ligase_M (3),Mur_ligase (3)
OG0001008	1	1	1	3	Phytase-like (3)
OG0001009	1	2	0	3	PemK_toxin (3)
OG0001010	1	1	1	3	SecA_DEAD (3),SecA_PP_bind (3),SecA_SW (3)
OG0001011	1	1	1	3	TPR_19 (2)
OG0001012	1	1	1	3	
OG0001013	1	1	1	3	RuBisCO_small (3),Hexapep (1)
OG0001014	1	1	1	3	EutN_CcmL (3)
OG0001015	1	1	1	3	BMC (3)
OG0001016	1	1	1	3	BMC (3)
OG0001017	1	1	1	3	RF3_C (3),MMR_HSR1 (3),GTP_EFTU (3)
OG0001018	1	1	1	3	CTP_transf_like (3),Citrate_ly_lig (1)
OG0001019	1	1	1	3	Thioredoxin (2),HyaE (1),Thioredoxin_2 (1)
OG0001020	1	1	1	3	NnrU (2),PEMT (1)
OG0001021	1	1	1	3	HTH_1 (2),LysR_substrate (2)
OG0001022	1	1	1	3	
OG0001023	1	1	1	3	Dynamin_N (2),AIG1 (1),MMR_HSR1 (2),DUF697 (2)
OG0001024	1	1	1	3	PMT_2 (2),PMT (2)
OG0001025	1	1	1	3	DNA_pol_A_exo1 (3),RNase_H_2 (3)
OG0001026	1	1	1	3	DUF6679 (3)
OG0001027	1	1	1	3	Toprim_N (3),Toprim_3 (3),zf-CHC2 (3),Toprim (3),DnaB_bind (3),Toprim_4 (3),Toprim_2 (3)
OG0001028	1	1	1	3	GHMP_kinases_C (2),GHMP_kinases_N (2)
OG0001029	1	1	1	3	HAS-barrel (3),DUF87 (3)
OG0001030	1	1	1	3	HATPase_c (3),HisKA (3),GAF (2),GAF_2 (2),GAF_3 (1)
OG0001031	1	1	1	3	Alpha-amylase (2)
OG0001032	1	1	1	3	DDAH_eukar (3),Saccharop_dh_N (3)
OG0001033	2	1	0	3	HlyD_3 (3),Biotin_lipoyl_2 (3),HlyD_D23 (3)
OG0001034	1	1	1	3	HMA (3),E1-E2_ATPase (3),Hydrolase (3)
OG0001035	2	0	1	3	HATPase_c (2),Response_reg (3),HisKA (1)
OG0001036	1	1	1	3	TRAM (3),UPF0004 (3),Radical_SAM (3)
OG0001037	1	1	1	3	SufE (3)
OG0001038	1	1	1	3	Trns_repr_metal (3)
OG0001039	1	1	1	3	Phos_pyr_kin (3),PfkB (3)
OG0001040	1	1	1	3	FR47 (2),Acetyltransf_10 (2),Acetyltransf_1 (2),Acetyltransf_7 (2),Acetyltransf_5 (1),Acetyltransf_9 (1)
OG0001041	1	1	1	3	GST_N (2),GST_C (2),GST_N_2 (2),GST_N_3 (2)
OG0001042	1	1	1	3	NfeD (2)
OG0001043	1	1	1	3	Band_7 (2)
OG0001044	1	1	1	3	SQS_PSY (3)
OG0001045	1	1	1	3	Amino_oxidase (3),NAD_binding_8 (3)
OG0001046	1	1	1	3	Heme_oxygenase (3)
OG0001047	1	1	1	3	GGACT (3)
OG0001048	1	1	1	3	NAD_binding_2 (2),GlutR_dimer (3),F420_oxidored (3),Shikimate_DH (3),GlutR_N (3)
OG0001049	1	1	1	3	Fe_bilin_red (2)
OG0001050	1	1	1	3	Exo_endo_phos (3)
OG0001051	1	1	1	3	Sigma54_activ_2 (2),Sigma54_activat (2),Fer4_5 (2),cNMP_binding (1)
OG0001052	1	1	1	3	DNA_pol3_delta (3)
OG0001053	1	1	1	3	Ribosomal_L9_N (3),Ribosomal_L9_C (3)
OG0001054	1	1	1	3	tRNA-synt_2e (3)
OG0001055	1	1	1	3	Aminotran_1_2 (3)
OG0001056	1	1	1	3	Fer2 (3)
OG0001057	1	1	1	3	
OG0001058	1	1	1	3	AAA_31 (3),CbiA (3),MipZ (2),ParA (1),CBP_BcsQ (1)
OG0001059	1	1	1	3	Glycos_transf_1 (2),Glyco_trans_1_4 (2),Glyco_trans_1_2 (2),Glyco_trans_4_3 (2)
OG0001060	1	1	1	3	2H-phosphodiest (3)
OG0001061	1	1	1	3	Methyltransf_31 (1),Cons_hypoth95 (2),MTS (2)
OG0001062	1	1	1	3	T2SSE_N (3),T2SSE (3)
OG0001063	1	1	1	3	Glyoxalase (1)
OG0001064	1	1	1	3	Guanylate_cyc (1)
OG0001065	1	1	1	3	BPD_transp_1_N (3),BPD_transp_1 (3)
OG0001066	1	1	1	3	Rhodanese (3)
